customer_id,signup_month,age,tenure_months,region,channel,plan,sessions_week,avg_session_min,notif_click_rate,support_tickets_3m,discount_pct_3m,late_payments_6m,auto_renew,churn
C102500,13,28,68,Center,app,Premium,4,7.39,0.095,1,0.224,0,0,0
C102501,12,69,34,East,app,Basic,5,14.47,0.0,0,0.123,0,0,0
C102502,12,65,29,Center,app,Plus,2,15.24,0.217,0,0.069,0,1,1
C102503,7,25,14,East,app,Plus,4,10.96,0.138,0,0.077,0,0,0
C102504,23,74,30,East,app,Plus,5,9.28,0.44,0,0.328,0,0,0
C102505,11,48,15,North,store,Basic,3,15.02,0.185,0,0.17,0,0,1
C102506,22,53,21,East,web,Premium,3,16.29,0.126,0,0.077,0,0,0
C102507,23,20,62,North,web,Plus,10,13.56,0.308,0,0.0,0,0,0
C102508,13,68,54,Center,app,Basic,9,15.72,0.203,2,0.071,0,0,0
C102509,24,71,41,West,app,Basic,13,8.32,0.105,0,0.149,0,1,0
C102510,22,61,68,South,web,Basic,8,8.91,0.383,0,0.041,1,0,0
C102511,24,27,30,West,store,Basic,8,17.42,0.259,0,0.0,0,1,1
C102512,20,47,29,West,store,Basic,4,9.52,0.202,0,0.164,0,1,0
C102513,6,41,56,Center,store,Basic,4,17.85,0.251,0,0.178,0,1,0
C102514,15,40,16,East,app,Basic,5,22.09,0.235,0,0.052,0,0,0
C102515,7,49,65,Center,web,Plus,5,12.82,0.261,0,0.0,0,1,0
C102516,20,58,3,North,web,Basic,2,16.41,0.298,0,0.0,0,0,0
C102517,1,58,12,North,web,Basic,3,13.58,0.236,0,0.019,0,1,0
C102518,23,31,41,North,web,Basic,6,13.15,0.237,0,0.139,0,0,0
C102519,2,71,71,South,app,Premium,8,11.3,0.236,1,0.038,0,1,0
C102520,19,42,49,South,app,Basic,11,16.25,0.066,1,0.01,0,0,0
C102521,22,59,2,East,app,Premium,8,13.34,0.056,0,0.151,0,1,0
C102522,5,67,62,Center,app,Premium,5,13.12,0.282,1,0.14,0,1,0
C102523,2,37,44,East,store,Plus,6,4.72,0.163,1,0.165,0,1,0
C102524,5,66,27,Center,app,Premium,6,10.96,0.0,0,0.222,0,1,0
C102525,13,22,19,Center,app,Basic,6,11.05,0.232,1,0.092,0,0,0
C102526,23,35,15,South,web,Plus,3,10.26,0.109,0,0.0,0,1,1
C102527,16,58,18,Center,store,Plus,5,7.51,0.071,0,0.197,0,0,0
C102528,15,61,1,West,web,Plus,3,10.83,0.191,2,0.066,0,0,1
C102529,14,73,36,Center,app,Premium,9,18.21,0.169,0,0.053,0,0,0
C102530,4,42,27,Center,store,Basic,8,12.14,0.205,0,0.0,1,0,1
C102531,14,18,43,West,web,Basic,8,5.97,0.279,0,0.022,0,0,0
C102532,9,43,53,West,web,Plus,5,6.13,0.124,0,0.0,0,0,0
C102533,22,62,32,North,app,Basic,7,12.75,0.187,1,0.009,2,1,0
C102534,16,24,33,Center,web,Premium,4,14.52,0.199,0,0.222,0,0,0
C102535,5,28,51,South,web,Basic,3,13.33,0.29,1,0.004,1,0,1
C102536,4,41,51,North,web,Basic,4,14.53,0.185,1,0.048,0,1,0
C102537,20,44,68,Center,app,Plus,4,10.92,0.127,0,0.248,0,0,0
C102538,16,42,37,East,web,Premium,3,15.15,0.333,1,0.209,1,0,0
C102539,9,47,12,East,store,Plus,5,13.77,0.0,1,0.254,0,0,1
C102540,17,52,38,North,app,Premium,7,5.18,0.221,0,0.0,1,0,0
C102541,16,53,17,Center,app,Basic,7,17.58,0.148,0,0.235,0,0,0
C102542,18,41,35,Center,app,Basic,7,14.73,0.429,0,0.0,1,1,0
C102543,16,74,44,East,store,Plus,5,6.9,0.12,0,0.096,0,0,0
C102544,4,45,15,North,web,Basic,7,12.56,0.391,1,0.065,0,1,0
C102545,17,57,30,West,app,Plus,5,12.86,0.223,0,0.117,0,0,1
C102546,11,55,2,North,store,Plus,4,8.48,0.114,1,0.0,0,0,1
C102547,15,40,23,South,store,Basic,7,10.29,0.108,0,0.01,0,1,0
C102548,7,54,68,East,app,Basic,4,16.23,0.082,0,0.104,0,1,1
C102549,12,58,36,West,app,Basic,2,10.17,0.246,0,0.0,0,1,0
C102550,10,45,38,South,web,Basic,4,12.27,0.076,0,0.0,0,1,0
C102551,22,44,50,West,web,Plus,9,11.13,0.291,1,0.091,0,1,1
C102552,20,52,64,South,web,Premium,3,9.79,0.311,0,0.073,0,0,0
C102553,2,41,65,Center,store,Basic,6,11.25,0.076,0,0.07,1,0,1
C102554,9,61,1,Center,app,Basic,2,14.24,0.069,0,0.053,1,1,0
C102555,12,38,67,South,store,Basic,7,12.74,0.057,0,0.128,0,0,0
C102556,9,23,19,South,app,Plus,8,8.91,0.277,0,0.0,0,1,1
C102557,18,46,59,East,app,Plus,10,15.74,0.23,0,0.213,0,0,0
C102558,17,69,7,South,app,Basic,5,10.97,0.0,1,0.151,0,1,0
C102559,20,34,25,Center,app,Premium,4,6.81,0.173,0,0.0,0,1,0
C102560,2,35,23,South,app,Basic,7,13.9,0.297,0,0.194,0,0,0
C102561,13,31,63,South,app,Basic,5,17.05,0.014,0,0.083,0,1,0
C102562,1,70,26,North,web,Basic,6,12.2,0.181,0,0.235,0,0,0
C102563,16,26,51,Center,web,Premium,3,16.65,0.044,1,0.144,0,0,0
C102564,10,43,28,South,app,Plus,3,15.8,0.103,0,0.026,0,1,0
C102565,24,43,13,East,web,Basic,2,11.77,0.235,1,0.0,0,0,1
C102566,1,50,54,Center,app,Basic,1,15.5,0.296,0,0.11,0,0,0
C102567,5,34,68,East,web,Basic,6,10.17,0.333,0,0.097,0,1,0
C102568,14,61,61,South,app,Premium,4,13.61,0.103,0,0.047,1,0,0
C102569,2,65,18,Center,app,Premium,4,7.54,0.195,0,0.181,0,1,0
C102570,12,42,59,Center,web,Premium,7,12.2,0.184,0,0.068,1,0,0
C102571,8,66,49,East,web,Basic,8,13.05,0.177,0,0.155,1,0,0
C102572,7,24,36,West,web,Basic,7,16.52,0.225,0,0.06,0,1,0
C102573,22,37,50,East,app,Basic,6,11.67,0.25,1,0.0,0,0,0
C102574,4,68,42,Center,app,Basic,6,11.69,0.198,0,0.067,0,0,0
C102575,9,53,65,East,store,Premium,6,22.06,0.297,0,0.0,0,1,0
C102576,9,27,20,South,store,Basic,4,11.79,0.212,0,0.178,0,1,1
C102577,16,69,48,West,app,Premium,6,13.6,0.115,0,0.0,0,0,0
C102578,19,68,12,North,app,Basic,7,12.77,0.124,1,0.129,2,1,0
C102579,17,38,70,East,app,Basic,2,5.52,0.0,0,0.144,0,0,0
C102580,20,28,23,Center,app,Basic,6,11.12,0.265,1,0.09,0,1,0
C102581,9,49,5,West,app,Plus,5,15.52,0.174,0,0.0,0,1,0
C102582,4,51,56,South,app,Premium,8,17.5,0.29,0,0.119,0,0,0
C102583,1,43,3,North,store,Plus,3,12.03,0.182,0,0.254,1,1,0
C102584,4,58,12,East,app,Premium,8,15.9,0.206,2,0.148,0,0,0
C102585,13,55,14,South,app,Plus,3,7.48,0.237,0,0.0,0,0,1
C102586,11,62,26,Center,app,Premium,3,11.07,0.363,1,0.058,0,0,0
C102587,12,72,41,North,web,Premium,7,14.3,0.152,0,0.065,0,0,0
C102588,24,60,42,Center,web,Premium,9,10.56,0.192,0,0.192,0,0,0
C102589,7,25,31,South,app,Premium,4,11.05,0.248,0,0.085,0,0,1
C102590,21,18,63,Center,web,Plus,5,8.98,0.195,1,0.059,0,0,0
C102591,11,73,6,North,app,Premium,9,17.67,0.162,1,0.114,1,0,1
C102592,9,63,13,North,app,Premium,4,12.66,0.165,0,0.107,0,0,1
C102593,4,55,15,East,web,Plus,5,12.95,0.143,1,0.127,0,0,0
C102594,4,32,12,South,app,Basic,6,15.43,0.251,0,0.03,1,0,0
C102595,6,63,42,East,app,Basic,3,9.08,0.27,0,0.0,0,0,0
C102596,21,24,53,Center,app,Premium,4,15.74,0.148,0,0.107,0,0,0
C102597,15,54,29,Center,app,Plus,5,6.41,0.286,0,0.0,0,1,0
C102598,9,39,36,East,web,Basic,6,10.3,0.0,0,0.0,0,0,0
C102599,21,67,55,North,web,Premium,8,15.66,0.169,0,0.118,0,0,0
C102600,10,56,56,North,web,Basic,4,4.04,0.394,1,0.0,1,1,1
C102601,12,36,34,Center,web,Basic,6,5.72,0.173,0,0.0,0,1,1
C102602,11,63,52,Center,app,Plus,4,11.14,0.0,0,0.171,0,1,0
C102603,23,58,63,North,web,Plus,1,15.67,0.308,0,0.05,0,0,0
C102604,17,32,33,West,web,Plus,2,14.89,0.319,0,0.0,0,1,0
C102605,3,33,54,Center,web,Basic,8,14.8,0.275,1,0.0,0,0,0
C102606,14,40,49,North,web,Plus,9,8.94,0.327,0,0.0,0,0,0
C102607,23,46,36,South,app,Basic,2,10.92,0.227,1,0.101,1,0,1
C102608,13,33,36,North,store,Plus,0,11.8,0.481,0,0.0,0,1,0
C102609,10,56,26,Center,app,Plus,7,14.94,0.375,1,0.11,0,1,0
C102610,5,47,62,Center,app,Basic,7,12.77,0.159,0,0.36,0,1,0
C102611,17,29,16,Center,web,Plus,5,10.34,0.19,0,0.0,0,0,0
C102612,17,58,21,South,store,Premium,3,8.83,0.177,1,0.12,0,0,0
C102613,2,21,21,North,web,Plus,3,13.77,0.083,0,0.044,1,1,1
C102614,22,70,14,South,app,Basic,5,12.55,0.123,0,0.016,0,0,0
C102615,10,63,26,North,app,Plus,4,8.88,0.13,0,0.099,0,0,0
C102616,12,23,50,South,web,Basic,6,13.04,0.237,0,0.198,0,1,0
C102617,17,64,26,West,store,Basic,5,10.66,0.0,0,0.138,1,0,0
C102618,4,36,11,East,web,Basic,3,18.74,0.153,0,0.131,0,0,1
C102619,20,55,13,West,web,Premium,2,8.05,0.32,1,0.181,0,1,1
C102620,22,31,33,South,app,Plus,6,9.67,0.247,0,0.09,0,0,1
C102621,16,36,34,North,app,Plus,5,11.98,0.184,0,0.055,0,0,0
C102622,15,18,27,Center,web,Basic,10,6.79,0.227,0,0.322,0,1,1
C102623,15,55,8,East,app,Basic,5,7.86,0.111,0,0.168,0,1,0
C102624,23,51,35,North,web,Plus,2,6.65,0.157,0,0.098,0,1,1
C102625,17,22,62,South,web,Basic,3,8.83,0.221,2,0.268,0,1,1
C102626,13,33,32,Center,web,Premium,6,10.4,0.34,0,0.119,0,1,0
C102627,11,55,40,West,web,Premium,3,20.48,0.103,0,0.156,0,0,0
C102628,13,63,50,Center,web,Basic,7,17.51,0.117,0,0.2,0,0,0
C102629,24,50,7,Center,app,Premium,7,6.41,0.124,0,0.0,0,0,0
C102630,9,27,41,Center,web,Premium,8,8.36,0.245,0,0.122,0,0,0
C102631,3,53,24,South,web,Basic,8,16.65,0.207,0,0.063,0,1,0
C102632,2,30,31,West,app,Plus,4,10.04,0.071,0,0.106,0,1,0
C102633,21,43,19,South,store,Basic,2,13.6,0.148,0,0.181,0,0,1
C102634,10,45,9,East,web,Plus,3,12.4,0.503,1,0.035,0,0,1
C102635,8,30,12,South,store,Premium,5,18.03,0.078,0,0.0,0,0,0
C102636,20,64,45,North,store,Basic,3,18.66,0.258,0,0.15,0,1,0
C102637,13,59,35,South,app,Basic,7,16.36,0.0,1,0.002,0,1,0
C102638,19,24,7,South,app,Basic,4,12.58,0.176,0,0.079,0,0,0
C102639,3,44,14,South,store,Basic,7,13.09,0.337,1,0.0,0,1,0
C102640,1,24,52,Center,app,Plus,2,13.15,0.278,0,0.028,0,0,0
C102641,14,60,11,Center,store,Basic,2,12.37,0.151,0,0.0,0,0,0
C102642,11,39,61,Center,store,Plus,8,5.42,0.141,1,0.047,0,0,0
C102643,24,38,50,North,web,Basic,12,9.61,0.068,0,0.128,0,0,0
C102644,22,32,48,North,web,Basic,8,6.07,0.271,0,0.157,0,0,0
C102645,11,23,31,Center,app,Plus,6,12.27,0.36,1,0.042,0,1,1
C102646,16,25,13,South,store,Premium,5,14.29,0.147,2,0.028,0,0,1
C102647,4,48,48,West,web,Plus,9,14.46,0.085,0,0.192,0,0,0
C102648,7,59,33,East,app,Plus,1,8.04,0.176,0,0.0,0,1,0
C102649,6,53,34,South,web,Basic,2,15.63,0.259,0,0.143,0,0,0
C102650,5,30,50,East,app,Plus,9,6.8,0.0,0,0.0,1,0,0
C102651,10,70,36,Center,app,Plus,6,13.35,0.31,0,0.119,1,0,0
C102652,17,55,4,North,app,Basic,2,11.57,0.069,0,0.189,0,0,0
C102653,23,68,23,East,store,Plus,5,11.46,0.152,0,0.203,0,0,0
C102654,13,18,45,East,web,Basic,7,15.3,0.309,0,0.112,0,0,0
C102655,9,21,31,South,app,Plus,5,16.07,0.329,0,0.017,0,0,0
C102656,10,21,14,West,web,Basic,1,9.15,0.284,0,0.08,0,1,1
C102657,17,61,35,East,web,Premium,5,11.74,0.05,1,0.127,0,1,0
C102658,4,38,26,East,app,Basic,5,11.98,0.247,0,0.115,0,0,0
C102659,16,32,25,North,app,Premium,4,14.34,0.261,0,0.16,0,0,0
C102660,12,51,17,West,web,Basic,5,5.16,0.253,0,0.079,0,1,0
C102661,12,57,59,South,app,Plus,4,6.58,0.285,0,0.187,0,0,1
C102662,21,43,42,South,web,Plus,5,21.27,0.296,0,0.0,1,0,0
C102663,7,39,18,South,app,Basic,6,15.02,0.0,0,0.249,0,0,0
C102664,10,40,54,Center,web,Basic,3,12.31,0.266,1,0.074,0,0,1
C102665,1,36,16,Center,app,Plus,8,11.81,0.042,0,0.246,1,0,1
C102666,3,39,19,West,app,Plus,6,11.87,0.291,0,0.186,0,1,1
C102667,23,45,25,South,web,Basic,6,7.82,0.155,0,0.085,0,0,0
C102668,4,36,68,West,web,Plus,1,10.7,0.235,0,0.0,1,0,0
C102669,11,48,56,North,web,Plus,10,11.61,0.221,1,0.0,0,1,0
C102670,18,54,46,South,app,Basic,4,9.82,0.265,0,0.063,0,1,0
C102671,2,57,61,South,app,Basic,4,9.43,0.187,0,0.0,0,0,0
C102672,16,18,61,North,web,Basic,1,9.62,0.051,0,0.0,0,0,0
C102673,14,54,41,South,store,Plus,3,23.63,0.156,1,0.071,0,0,0
C102674,7,36,63,Center,app,Basic,4,15.32,0.0,1,0.069,0,0,0
C102675,2,56,26,Center,web,Premium,3,7.46,0.143,0,0.0,0,0,0
C102676,23,72,28,North,app,Premium,5,10.26,0.266,0,0.25,0,0,0
C102677,23,39,47,South,web,Plus,7,12.94,0.356,0,0.129,0,1,0
C102678,6,24,69,South,app,Premium,4,9.66,0.246,0,0.191,0,0,0
C102679,8,56,59,West,app,Basic,4,14.33,0.142,0,0.161,0,1,0
C102680,17,36,69,East,app,Basic,10,20.11,0.26,0,0.19,0,0,0
C102681,2,37,18,West,web,Plus,9,2.9,0.17,0,0.091,1,0,1
C102682,10,53,32,West,app,Premium,2,16.37,0.133,0,0.098,0,0,1
C102683,8,52,48,East,web,Premium,5,12.19,0.159,0,0.089,0,0,0
C102684,5,19,67,Center,store,Basic,8,6.69,0.195,1,0.059,0,1,1
C102685,15,44,51,South,web,Basic,2,9.13,0.117,0,0.048,0,0,1
C102686,7,39,65,North,app,Plus,1,2.07,0.221,0,0.073,0,0,0
C102687,18,50,28,South,app,Basic,6,6.88,0.074,0,0.13,0,0,1
C102688,18,53,45,Center,web,Basic,2,18.58,0.235,0,0.0,0,1,1
C102689,17,18,11,South,app,Plus,7,7.55,0.101,0,0.211,0,0,0
C102690,16,21,18,East,web,Plus,5,3.59,0.086,1,0.0,0,0,0
C102691,14,46,44,North,web,Plus,5,13.41,0.164,0,0.0,1,1,0
C102692,22,65,18,West,web,Premium,8,17.41,0.093,0,0.209,2,1,0
C102693,3,30,15,North,web,Premium,9,18.05,0.0,1,0.062,1,0,1
C102694,22,24,8,Center,app,Basic,3,6.13,0.096,0,0.0,0,1,1
C102695,22,39,27,North,app,Basic,5,8.96,0.26,0,0.087,0,1,0
C102696,16,33,20,North,app,Plus,4,11.13,0.21,0,0.0,0,0,0
C102697,23,22,39,Center,app,Basic,3,14.08,0.023,0,0.142,1,1,1
C102698,6,70,42,Center,app,Basic,6,8.15,0.101,0,0.095,0,1,0
C102699,19,55,69,North,store,Premium,3,14.61,0.106,1,0.035,0,0,0
C102700,17,63,44,East,app,Basic,3,16.5,0.277,0,0.007,0,0,1
C102701,14,68,11,Center,web,Plus,2,11.32,0.176,0,0.216,0,0,0
C102702,7,54,30,West,web,Plus,7,13.98,0.013,0,0.063,0,1,0
C102703,23,38,6,South,store,Basic,7,18.01,0.293,1,0.205,0,0,0
C102704,18,18,39,Center,store,Plus,1,10.96,0.173,2,0.078,1,0,1
C102705,21,23,39,North,web,Plus,1,16.47,0.378,0,0.126,2,0,1
C102706,23,35,61,West,web,Basic,4,10.25,0.088,1,0.035,0,0,0
C102707,2,53,67,North,web,Premium,4,12.25,0.258,0,0.002,0,1,0
C102708,23,55,67,East,app,Basic,4,11.91,0.07,0,0.096,0,0,0
C102709,2,25,4,South,web,Plus,9,10.92,0.121,0,0.081,1,1,0
C102710,16,32,3,Center,web,Plus,4,13.73,0.007,0,0.067,0,1,1
C102711,19,68,46,North,app,Plus,6,13.24,0.293,0,0.175,0,1,0
C102712,10,34,68,Center,web,Premium,2,12.12,0.051,0,0.033,0,1,0
C102713,24,24,2,North,app,Basic,6,12.84,0.23,0,0.0,0,1,0
C102714,22,31,57,East,app,Premium,7,14.44,0.028,2,0.114,0,0,1
C102715,1,38,40,East,app,Premium,5,7.64,0.322,0,0.054,0,0,1
C102716,23,46,40,North,web,Basic,6,8.13,0.196,0,0.036,0,0,0
C102717,2,46,9,South,web,Basic,11,11.77,0.119,0,0.0,0,1,0
C102718,6,24,35,North,app,Basic,3,14.58,0.04,1,0.135,0,1,1
C102719,15,24,47,East,web,Basic,7,8.44,0.119,0,0.038,0,1,0
C102720,13,29,51,North,web,Basic,4,14.32,0.519,0,0.129,0,0,0
C102721,23,36,26,North,app,Premium,4,10.19,0.3,0,0.069,0,1,0
C102722,3,73,49,Center,web,Basic,2,10.98,0.208,1,0.084,0,1,0
C102723,21,33,47,West,web,Basic,6,14.23,0.424,0,0.056,1,0,1
C102724,20,38,52,East,app,Basic,6,12.07,0.076,0,0.051,0,0,0
C102725,21,58,19,Center,web,Basic,3,10.21,0.134,0,0.12,0,1,1
C102726,5,37,67,East,app,Plus,7,14.13,0.235,0,0.02,0,0,0
C102727,20,74,6,Center,web,Premium,5,12.57,0.109,1,0.101,0,1,1
C102728,10,45,3,North,app,Premium,6,9.0,0.0,0,0.0,0,0,0
C102729,11,38,13,West,web,Basic,4,2.1,0.122,0,0.289,1,0,1
C102730,11,61,5,North,web,Premium,4,17.3,0.121,0,0.0,0,1,1
C102731,3,63,20,East,app,Premium,3,9.5,0.275,0,0.191,0,1,0
C102732,1,55,37,West,app,Basic,9,12.14,0.025,0,0.128,0,1,0
C102733,22,25,12,North,store,Basic,5,13.2,0.098,0,0.106,0,0,1
C102734,14,34,22,West,web,Basic,2,5.69,0.226,0,0.056,0,1,0
C102735,1,51,15,East,app,Plus,7,14.85,0.156,1,0.053,0,0,0
C102736,14,39,62,North,app,Premium,7,15.71,0.084,0,0.185,0,0,0
C102737,21,42,39,Center,web,Plus,4,9.69,0.066,0,0.101,0,0,1
C102738,19,34,44,Center,web,Basic,5,12.03,0.342,1,0.108,0,0,0
C102739,17,34,32,Center,app,Basic,4,20.53,0.111,0,0.019,0,0,0
C102740,9,45,40,Center,web,Basic,4,7.4,0.119,0,0.057,0,0,0
C102741,19,64,59,Center,app,Basic,5,7.5,0.139,0,0.025,1,0,0
C102742,8,38,71,North,web,Plus,6,11.38,0.018,0,0.052,0,1,0
C102743,7,60,36,Center,app,Plus,7,11.03,0.13,0,0.085,0,1,0
C102744,7,73,34,Center,store,Basic,5,7.99,0.151,0,0.142,0,0,0
C102745,19,25,39,South,app,Plus,3,12.09,0.131,1,0.082,0,0,0
C102746,19,70,37,East,store,Plus,5,9.66,0.183,0,0.0,2,0,0
C102747,6,34,51,East,app,Basic,2,16.61,0.117,1,0.056,0,0,0
C102748,24,23,16,South,app,Basic,5,16.63,0.254,0,0.16,0,1,0
C102749,13,64,61,West,app,Plus,7,18.69,0.241,0,0.1,0,0,0
C102750,17,18,5,South,web,Plus,3,19.77,0.366,0,0.162,0,0,1
C102751,4,74,42,Center,app,Basic,9,11.21,0.0,0,0.007,0,0,0
C102752,13,29,70,North,web,Basic,8,10.42,0.15,1,0.128,0,0,0
C102753,10,52,3,East,web,Plus,2,18.15,0.25,0,0.127,1,1,0
C102754,14,32,64,South,web,Plus,6,16.22,0.088,0,0.115,0,0,0
C102755,18,67,33,North,app,Basic,3,15.79,0.017,0,0.152,0,1,0
C102756,5,58,60,South,app,Basic,4,7.66,0.219,0,0.283,0,1,0
C102757,16,74,3,West,app,Plus,1,16.63,0.204,0,0.01,1,0,0
C102758,22,63,62,South,app,Plus,0,14.99,0.468,1,0.0,1,0,0
C102759,18,60,43,Center,web,Plus,4,9.19,0.203,0,0.146,0,0,0
C102760,21,71,49,East,app,Basic,4,14.49,0.303,0,0.0,0,0,0
C102761,5,54,5,Center,web,Basic,4,10.53,0.448,0,0.008,0,0,0
C102762,5,30,29,North,app,Basic,11,13.12,0.104,2,0.271,0,0,0
C102763,4,30,39,North,app,Premium,5,13.55,0.139,1,0.086,1,0,0
C102764,12,55,16,West,app,Basic,5,9.94,0.0,0,0.157,0,1,0
C102765,10,39,11,North,web,Plus,3,12.5,0.39,0,0.0,2,1,0
C102766,22,61,48,East,web,Basic,4,9.89,0.0,1,0.054,0,1,0
C102767,18,53,61,North,app,Basic,8,14.27,0.017,1,0.063,0,0,1
C102768,2,20,14,Center,app,Plus,7,12.23,0.24,1,0.165,0,0,1
C102769,3,70,7,Center,app,Basic,4,21.39,0.112,0,0.134,0,1,0
C102770,22,73,19,Center,app,Basic,7,10.2,0.319,1,0.032,1,0,0
C102771,19,35,47,North,web,Premium,4,11.14,0.2,1,0.207,0,1,1
C102772,4,34,36,Center,web,Premium,6,6.13,0.152,1,0.144,0,1,0
C102773,11,40,50,East,web,Basic,7,6.68,0.019,0,0.113,0,0,1
C102774,15,64,67,South,web,Basic,7,10.26,0.319,1,0.076,0,0,0
C102775,11,19,20,North,app,Plus,2,13.77,0.172,0,0.034,0,0,0
C102776,7,28,48,East,app,Plus,4,4.92,0.161,0,0.109,0,0,0
C102777,9,57,43,West,app,Plus,1,7.76,0.264,0,0.0,0,0,0
C102778,7,41,61,Center,app,Basic,4,17.13,0.205,0,0.0,1,1,1
C102779,12,43,24,Center,web,Plus,7,18.51,0.162,1,0.137,2,0,0
C102780,15,71,8,North,web,Basic,2,11.42,0.178,0,0.295,0,1,0
C102781,13,63,19,North,web,Premium,5,15.27,0.227,1,0.052,0,0,0
C102782,2,24,1,Center,web,Premium,3,7.61,0.239,0,0.0,0,0,1
C102783,14,31,19,North,app,Basic,10,19.56,0.017,0,0.031,0,1,0
C102784,9,32,61,West,web,Plus,8,12.57,0.262,0,0.168,1,0,0
C102785,19,55,2,South,web,Plus,6,16.83,0.0,1,0.193,0,0,0
C102786,11,42,13,Center,store,Basic,6,12.36,0.516,0,0.0,0,0,1
C102787,14,56,48,South,app,Premium,3,11.04,0.083,0,0.079,0,0,0
C102788,9,30,18,North,app,Basic,8,5.32,0.27,0,0.139,0,0,0
C102789,12,44,6,West,app,Plus,6,10.55,0.115,2,0.176,1,1,1
C102790,11,38,38,South,web,Basic,6,23.88,0.0,2,0.1,0,0,1
C102791,13,28,14,East,web,Basic,5,14.9,0.206,0,0.052,0,1,0
C102792,3,29,49,North,app,Basic,5,15.64,0.056,0,0.235,0,1,0
C102793,7,40,7,Center,store,Premium,7,12.71,0.198,0,0.137,0,0,0
C102794,7,56,3,East,app,Premium,4,13.2,0.244,0,0.016,2,1,0
C102795,16,60,58,Center,store,Plus,6,16.83,0.327,0,0.133,1,0,0
C102796,23,62,44,North,web,Premium,3,9.55,0.255,0,0.09,0,1,0
C102797,1,28,38,Center,app,Premium,4,9.67,0.258,0,0.085,0,0,0
C102798,4,50,42,East,store,Plus,4,14.35,0.324,1,0.0,1,0,1
C102799,3,23,34,Center,app,Basic,6,14.25,0.115,0,0.014,0,0,1
C102800,7,25,41,West,app,Premium,4,11.4,0.238,0,0.065,0,0,1
C102801,15,44,42,South,app,Plus,6,14.2,0.205,1,0.066,0,0,1
C102802,6,57,8,West,web,Plus,3,14.62,0.33,1,0.0,0,1,0
C102803,9,31,58,North,web,Plus,6,11.9,0.073,0,0.0,0,0,0
C102804,14,27,48,South,app,Plus,1,12.92,0.198,0,0.194,0,0,0
C102805,2,63,45,South,store,Plus,4,13.5,0.094,0,0.275,0,1,0
C102806,21,52,71,Center,app,Plus,3,11.82,0.34,0,0.13,0,0,0
C102807,2,64,37,West,store,Basic,5,12.12,0.149,0,0.0,0,1,0
C102808,20,22,64,North,web,Basic,5,13.77,0.322,0,0.0,1,1,0
C102809,14,71,23,Center,web,Basic,9,6.17,0.082,0,0.0,0,0,0
C102810,6,64,6,Center,app,Basic,4,11.16,0.055,1,0.066,0,0,1
C102811,19,65,37,West,web,Basic,3,12.9,0.231,0,0.0,0,1,0
C102812,7,23,61,East,app,Premium,4,13.59,0.263,0,0.095,0,1,0
C102813,23,54,71,North,web,Premium,3,14.66,0.074,0,0.226,0,1,0
C102814,24,48,47,North,web,Plus,4,9.95,0.322,0,0.139,0,0,0
C102815,4,28,41,North,web,Plus,6,15.7,0.084,0,0.118,0,0,0
C102816,22,70,63,North,web,Basic,5,15.83,0.196,0,0.063,0,0,0
C102817,10,64,34,West,app,Plus,7,12.16,0.058,0,0.0,0,0,1
C102818,23,65,61,West,app,Premium,3,8.26,0.0,0,0.027,1,0,1
C102819,14,59,64,East,web,Premium,3,10.69,0.096,0,0.028,0,1,0
C102820,11,28,59,Center,store,Basic,8,11.2,0.267,2,0.055,0,0,0
C102821,18,60,4,Center,web,Plus,6,16.38,0.206,1,0.24,0,1,0
C102822,9,44,18,South,app,Basic,8,10.69,0.044,0,0.176,1,0,0
C102823,21,57,5,East,web,Plus,2,14.08,0.244,0,0.018,0,0,0
C102824,19,51,33,North,store,Basic,3,9.28,0.13,0,0.0,0,0,0
C102825,2,65,57,North,web,Basic,11,17.84,0.15,0,0.006,1,1,0
C102826,12,47,66,South,web,Basic,5,9.94,0.357,0,0.0,0,1,0
C102827,10,34,67,North,web,Premium,10,10.83,0.108,0,0.066,0,0,0
C102828,20,55,5,West,web,Plus,7,15.2,0.274,0,0.0,0,1,0
C102829,4,56,4,North,app,Basic,8,13.01,0.034,0,0.031,0,1,0
C102830,6,34,39,West,web,Premium,2,3.74,0.298,0,0.0,0,0,0
C102831,9,47,2,North,app,Plus,4,11.7,0.305,0,0.054,0,0,0
C102832,4,55,58,North,app,Plus,4,17.39,0.044,0,0.0,0,0,0
C102833,8,37,1,Center,store,Plus,4,3.13,0.229,2,0.125,1,1,1
C102834,23,27,37,South,store,Plus,2,13.21,0.255,0,0.285,1,1,0
C102835,16,36,41,West,app,Basic,8,5.15,0.008,2,0.109,0,0,1
C102836,16,65,31,Center,web,Basic,5,8.11,0.01,0,0.001,0,1,0
C102837,9,26,10,West,web,Plus,5,3.84,0.135,0,0.055,0,0,0
C102838,23,40,58,West,app,Plus,1,15.35,0.137,0,0.154,0,1,1
C102839,16,46,40,West,app,Basic,7,15.58,0.187,1,0.013,0,0,0
C102840,4,63,54,Center,app,Premium,8,14.79,0.226,0,0.0,0,0,0
C102841,2,39,48,Center,app,Basic,5,23.95,0.29,0,0.016,0,0,0
C102842,5,74,38,North,app,Basic,4,10.24,0.132,0,0.04,0,0,0
C102843,17,42,2,Center,web,Basic,5,11.54,0.158,0,0.176,0,1,0
C102844,22,44,32,Center,store,Premium,5,15.48,0.142,2,0.066,0,0,1
